QUEST_UNUSED_20151022_001924		고사리 숲 63_3에서 요노움 처치				
QUEST_UNUSED_20151022_001925		소드맨 서브 마스터는 보다 강한 경지에 올라서려면 고사리 숲 63_3에서 요노움을 처치하라고 합니다.				
QUEST_UNUSED_20151022_001926		정해진 요노움들을 처치했습니다. 소드맨 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001927		하이랜더 서브 마스터는 계시자가 얼마나 성장했는지 판단하기 위해 고사리 숲 63_3에서 요노움들을 처치하고 오라고 합니다.				
QUEST_UNUSED_20151022_001928		이 정도면 충분한 것 같습니다. 하이랜더 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001929		방패를 착용한 상태에서 고사리 숲 63_3의 몬스터들을 처치하고 결정 모으기				
QUEST_UNUSED_20151022_001930		펠타스타 서브 마스터는 방패의 활용능력을 보겠다고 합니다. 고사리 숲 63_3에서 방패를 착용한 채로 몬스터를 사냥하고 결정을 모으세요.				
QUEST_UNUSED_20151022_001931		정해진 수의 결정을 모을 수 있었습니다. 펠타스타 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001932		고사리 숲 63_3에서 몬스터들을 해치우고 %s을 모으기				
QUEST_UNUSED_20151022_001933		오르샤에서 하플라이트 마스터와 대화하세요.				
QUEST_UNUSED_20151022_001934		하플라이트 마스터는 고사리 숲 63_3에서 요노움들을 처치하고 오라고 합니다.				
QUEST_UNUSED_20151022_001935		일정수의 요노움들을 처치하였습니다. 하플라이트 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001936		바바리안 서브 마스터와 대화				
QUEST_UNUSED_20151022_001937		파우피스 나루에서 바바리안 서브 마스터와 대화하세요.				
QUEST_UNUSED_20151022_001938		고사리 숲 63_3의 요노움 처치				
QUEST_UNUSED_20151022_001939		바바리안 서브 마스터는 호전성을 알아보겠다고 합니다. 고사리 숲 63_3의 요노움을 해치우고 증명해 보이세요.				
QUEST_UNUSED_20151022_001940		바바리안 서브 마스터에게 보고				
QUEST_UNUSED_20151022_001941		요노움들을 처치하였습니다. 바바리안 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001942		요노움 처치하기				
QUEST_UNUSED_20151022_001943		연고로 렘파라사 연못의 피난민들 치료하기				
QUEST_UNUSED_20151022_001944		클레릭 서브 마스터는 렘파라사 연못에서 부상당한 피난민들을 치료해 달라고 합니다. 받은 연고를 사용해 그들을 도와주세요.				
QUEST_UNUSED_20151022_001945		위급한 환자는 더 이상 없는 것 같습니다. 클레릭 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001946		렘파라사 연못, 덧댄다리 숲, 파우피스 나루의 여신상 참배				
QUEST_UNUSED_20151022_001947		크리비 서브 마스터는 렘파라사 연못과 덧댄다리 숲, 그리고 파우피스 나루에 있는 여신상들을 찾아가 각각 봉헌품을 올리고 참배하라고 합니다.				
QUEST_UNUSED_20151022_001948		모든 참배를 마쳤습니다. 크리비 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001949		렘파라사 연못, 덧댄다리 숲, 파우피스 나루에서 각각 약초를 구하기				
QUEST_UNUSED_20151022_001950		프리스트 서브 마스터는 연고의 재료로 렘파라사 연못과 덧댄다리 숲, 그리고 파우피스 나루에서 각각 약초를 구해오라고 합니다.				
QUEST_UNUSED_20151022_001951		지시받은 약초를 모두 구했습니다. 프리스트 서브 마스터에게 가져다 주세요.				
QUEST_UNUSED_20151022_001952		고사리 숲 63_1에서 %s 캐기				
QUEST_UNUSED_20151022_001953		고사리 숲 63_2에서 %s 캐기				
QUEST_UNUSED_20151022_001954		고사리 숲 63_3에서 %s 캐기				
QUEST_UNUSED_20151022_001955		보코르 서브 마스터와 대화				
QUEST_UNUSED_20151022_001956		오르샤에서 보코르 서브 마스터와 대화하세요.				
QUEST_UNUSED_20151022_001957		재료를 모아 보코르 인형 만들기				
QUEST_UNUSED_20151022_001958		인형의 제작서를 받았습니다. 제작서를 참고해 재료를 모아 보코르 인형을 만들어내세요.				
QUEST_UNUSED_20151022_001959		보코르 서브 마스터에게 보고				
QUEST_UNUSED_20151022_001960		인형을 만드는 데 성공하였습니다. 보코르 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001961		창작에는 도구가 필요하지[딥디르비 전직]				
QUEST_UNUSED_20151022_001962		딥디르비 서브 마스터와 대화				
QUEST_UNUSED_20151022_001963		덧댄다리 숲에서 딥디르비 서브 마스터와 대화하세요.				
QUEST_UNUSED_20151022_001964		딥디르비 서브 마스터의 부탁을 전달하기 위해 오르샤 대장장이를 찾아가세요.				
QUEST_UNUSED_20151022_001965		오르샤의 대장장이와 대화하고 필요한 재료를 물어보세요.				
QUEST_UNUSED_20151022_001966		고사리 숲 63_3의 요노움에게서 금속 덩어리 모으기				
QUEST_UNUSED_20151022_001967		고사리 숲 63_3의 요노움을 처치하고 금속 덩어리를 모으세요.				
QUEST_UNUSED_20151022_001968		오르샤 대장장이에게 금속 덩어리 전달				
QUEST_UNUSED_20151022_001969		충분한 금속 덩어리를 얻었습니다. 오르샤 대장장이에게 전달하세요.				
QUEST_UNUSED_20151022_001970		요노움으로부터 %s 수집				
QUEST_UNUSED_20151022_001971		오르샤의 대장장이와 대화하고 조각용 끌을 받으세요.				
QUEST_UNUSED_20151022_001972		딥디르비 서브 마스터에게 끌 전달				
QUEST_UNUSED_20151022_001973		조각용 끌을 딥디르비 서브 마스터에게 전달하세요.				
QUEST_UNUSED_20151022_001974		딥디르비 서브 마스터에게 %s 전달				
QUEST_UNUSED_20151022_001975		하이랜더의 기술을 사용해서 몬스터 처치				
QUEST_UNUSED_20151022_001976		하이랜더 서브 마스터는 그간 계시자가 하이랜더의 기술을 얼마나 갈고닦았는지 확인하고 싶어 합니다. 하이랜더 기술을 사용해서 몬스터를 처치하세요.				
QUEST_UNUSED_20151022_001977		기술을 실컷 사용해 보았습니다. 하이랜더 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001978		카롤리스 샘터의 채퍼리션 처치				
QUEST_UNUSED_20151022_001979		승급을 위해 카롤리스 샘터에서 채퍼리션을 처치하세요.				
QUEST_UNUSED_20151022_001980		채퍼리션을 처치하는 데 성공했습니다. 펠타스타 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001981		고사리 수도원64_2의 스파나스맨 처치				
QUEST_UNUSED_20151022_001982		하플라이트는 오래전 놓친 몬스터가 다시 사람들을 괴롭히고 있다고 합니다. 고사리 수도원64_2에서 스파나스맨을 처치하고 마스터의 부러진 창 끝을 가져다 주세요.				
QUEST_UNUSED_20151022_001983		마스터의 부러진 창 끝을 찾았습니다. 하플라이트 마스터에게 돌려 주세요.				
QUEST_UNUSED_20151022_001984		스파나스맨에게서 %s 획득하기				
QUEST_UNUSED_20151022_001985		기본 상태에서 페레토리 구릉의 몬스터 처치				
QUEST_UNUSED_20151022_001986		바바리안 서브 마스터는 아무런 강화효과 없는 기본 상태에서 페레토리 구릉의 몬스터들을 처치해 보라고 합니다.				
QUEST_UNUSED_20151022_001987		바바리안 서브 마스터의 과제를 통과한 것 같습니다. 그에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001988		오르샤에서 로델레로 마스터와 대화하세요.				
QUEST_UNUSED_20151022_001989		로렐레로 마스터는 4단계 정도 강화된 방패를 가져오라고 합니다. 방패 계열 장비를 강화해 로델레로 마스터의 인정을 받으세요.				
QUEST_UNUSED_20151022_001990		오르샤에서 캐터프랙트 마스터와 대화하세요.				
QUEST_UNUSED_20151022_001991		페레토리 구릉의 야수 몬스터를 처치				
QUEST_UNUSED_20151022_001992		페레토리 구릉에서 야수형 몬스터들을 처치하고 캐터프랙트 마스터에게 실력을 증명하세요.				
QUEST_UNUSED_20151022_001993		이 정도면 충분한 것 같습니다. 캐터프랙트 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_001994		상처입은 몬스터를 보석의 힘으로 정화하기				
QUEST_UNUSED_20151022_001995		페레토리 구릉의 몬스터들과 전투하여 상처를 입힌 다음 주어진 보석을 사용해 몬스터를 정화해야 합니다. 정화후 몬스터의 재를 모으세요.				
QUEST_UNUSED_20151022_001996		몬스터의 재가 충분히 모였습니다. 크리비 서브 마스터에게 가져다 주세요.				
QUEST_UNUSED_20151022_001997		몬스터를 정화하고 %s 수집하기				
QUEST_UNUSED_20151022_001998		페레토리 구릉의 몬스터 처치				
QUEST_UNUSED_20151022_001999		여행 중 자신의 몸을 능히 지킬 수 있다는 것을 증명하기 위해 페레토리 구릉의 몬스터들을 처치하세요.				
QUEST_UNUSED_20151022_002000		이 정도면 프리스트 서브 마스터도 안심할 것 같습니다. 그녀에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002001		오르샤에 있는 보코르 서브 마스터를 찾아가세요.				
QUEST_UNUSED_20151022_002002		보코르 서브 마스터는 보스 몬스터에게 얻을 수 있는 카드를 가져 오라고 합니다.				
QUEST_UNUSED_20151022_002003		보코르 서브 마스터에게 카드 전달				
QUEST_UNUSED_20151022_002004		보스 몬스터 카드를 얻었습니다. 보코르 서브 마스터에게 카드를 전해 주세요.				
QUEST_UNUSED_20151022_002005		고사리 수도원64_2에서 스파나스맨의 뿔 구하기				
QUEST_UNUSED_20151022_002006		딥디르비 서브 마스터는 조각용 재료인 스파나스맨의 뿔을 구해달라고 합니다. 고사리 수도원64_2에서 스파나스맨을 처치하세요.				
QUEST_UNUSED_20151022_002007		딥디르비 서브 마스터에게 보고				
QUEST_UNUSED_20151022_002008		스파나스맨의 뿔을 구했습니다. 딥디르비 서브 마스터에게 가져다 주세요.				
QUEST_UNUSED_20151022_002009		스파나스맨에게서 %s 획득				
QUEST_UNUSED_20151022_002010		오르샤에서 사두 마스터의 유체와 대화하세요.				
QUEST_UNUSED_20151022_002011		페레토리 구릉에서 사두 마스터의 기운과 묶인 몬스터 처치				
QUEST_UNUSED_20151022_002012		사두 마스터에게 받은 기운을 사용해 페레토리 구릉 몬스터의 영혼 일부를 합쳐야 합니다. 기운에 합쳐진 몬스터를 처치해 영혼을 흡수하세요.				
QUEST_UNUSED_20151022_002013		사두 마스터가 제시한 수만큼 몬스터의 영혼을 모았습니다. 오르샤에 있는 그녀의 유체에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002014		팔라딘 서브 마스터와 대화				
QUEST_UNUSED_20151022_002015		오르샤에서 팔라딘 서브 마스터와 대화하세요.				
QUEST_UNUSED_20151022_002016		팔라딘 서브 마스터에게 힘을 과시하기 위해 페레토리 구릉의 몬스터를 처치하세요.				
QUEST_UNUSED_20151022_002017		팔라딘 서브 마스터에게 보고				
QUEST_UNUSED_20151022_002018		상당수의 몬스터를 처치하였습니다. 팔라딘 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002019		하플라이트의 부러진 창 끝 모으기				
QUEST_UNUSED_20151022_002020		압시메스티 교차로의 몬스터들을 처치하고 다른 하플라이트들의 부러진 창 끝을 모으세요.				
QUEST_UNUSED_20151022_002021		많은 수의 창 끝을 모았습니다. 하플라이트 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002022		압시메스티 교차로의 몬스터로부터 %s 수집				
QUEST_UNUSED_20151022_002023		방패를 쓰지 않고 압시메스티 교차로의 몬스터 처치				
QUEST_UNUSED_20151022_002024		방패를 착용하지 않은 상태에서 압시메스티 교차로의 몬스터를 처치하세요.				
QUEST_UNUSED_20151022_002025		방패에 의지하지 않고도 강하다는 게 증명된 것 같습니다. 로델레로 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002026		컴패니언에 타고 압시메스티 교차로의 몬스터 처치				
QUEST_UNUSED_20151022_002027		캐터프랙트에 있어서 창만큼 중요한 것이 컴패니언이라고 합니다. 컴패니언에 탄 채로 압시메스티 교차로의 몬스터를 처치하세요.				
QUEST_UNUSED_20151022_002028		자신의 컴패니언과 훌륭한 상성을 가지고 있음이 증명되었습니다. 캐터프랙트 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002029		압시메스티 교차로에서 몬스터 처치				
QUEST_UNUSED_20151022_002030		보코르 서브 마스터는 그간 쌓아온 보코르의 실력을 확인하기 하기 위해 압시메스티 교차로의 몬스터를 처치하고 오라고 합니다.				
QUEST_UNUSED_20151022_002031		몬스터들은 충분히 처치한 것 같습니다. 보코르 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002032		압시메스티 교차로의 몬스터 처치				
QUEST_UNUSED_20151022_002033		여신상 보수하기[딥디르비 전직]				
QUEST_UNUSED_20151022_002034		수로교 지역에서 아슈롱의 기름덩어리 모으기				
QUEST_UNUSED_20151022_002035		여신상 보수를 위한 향유를 만들어야 합니다. 수로교 지역에서 재료인 아슈롱의 기름덩어리를 수집하세요.				
QUEST_UNUSED_20151022_002036		충분한 양의 기름덩어리를 모았습니다. 딥디르비 서브 마스터에게 가져다 주세요.				
QUEST_UNUSED_20151022_002037		페디미안과 오르샤에 있는 여신상 보수하기				
QUEST_UNUSED_20151022_002038		향유를 넉넉히 받았습니다. 페디미안과 오르샤의 바카리네 여신상을 관리해 주세요.				
QUEST_UNUSED_20151022_002039		의뢰받은 모든 여신상의 관리를 마쳤습니다. 딥디르비 서브 마스터에게 돌아가 보세요.				
QUEST_UNUSED_20151022_002040		주민에게 위협이 되는 몬스터들을 모두 처치하였습니다. 오르샤에 있는 사두 마스터의 유체에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002041		압시메스티 교차로에서 붉은 트리암불로 처치				
QUEST_UNUSED_20151022_002042		팔라딘 서브 마스터 만나기				
QUEST_UNUSED_20151022_002043		오르샤에 있는 팔라딘 서브 마스터와 대화해 보세요.				
QUEST_UNUSED_20151022_002044		큰아귀 길에 있는 버려진 제단에서 나타나는 몬스터 처치				
QUEST_UNUSED_20151022_002045		팔라딘 서브 마스터에게 받은 오래된 성물을 큰아귀 길에 있는 버려진 제단에 반응 시키세요. 그 다음 나타나는 몬스터를 모두 없애야 합니다.				
QUEST_UNUSED_20151022_002046		나타난 몬스터를 전부 해치웠습니다. 팔라딘 서브 마스터에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002047		제단 주변의 몬스터 처치				
QUEST_UNUSED_20151022_002048		오르샤의 로델레로 마스터를 찾아 가세요.				
QUEST_UNUSED_20151022_002049		오르샤의 캐터프랙트 마스터를 찾아 가세요.				
QUEST_UNUSED_20151022_002050		사두 마스터는 사람들에게 피해를 주는 그린가의 장원의 콜리멘시아를 처치하길 바라고 있습니다.				
QUEST_UNUSED_20151022_002051		사두 마스터의 요청을 완수했습니다. 오르샤에 있는 사두 마스터의 유체에게 돌아가 보고하세요.				
QUEST_UNUSED_20151022_002052		오르샤에 있는 팔라딘 서브 마스터를 찾아가세요.				
